sentence,entity1,entity1_label,entity2,entity2_label,relation
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",Sariba,ORG,East,LOC,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",Sariba,ORG,Tubetube,PERSON,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",Sariba,ORG,Engineer Group,ORG,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",Sariba,ORG,North,LOC,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",Sariba,ORG,the d'Entrecasteaux Islands,LOC,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",Basilaki,PERSON,South,LOC,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",Basilaki,PERSON,Wari,ORG,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",Basilaki,PERSON,East,LOC,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",Basilaki,PERSON,Tubetube,PERSON,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",Basilaki,PERSON,Engineer Group,ORG,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",Basilaki,PERSON,North,LOC,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",Basilaki,PERSON,the d'Entrecasteaux Islands,LOC,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",South,LOC,Wari,ORG,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",South,LOC,East,LOC,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",South,LOC,Tubetube,PERSON,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",South,LOC,Engineer Group,ORG,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",South,LOC,North,LOC,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",South,LOC,the d'Entrecasteaux Islands,LOC,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",Wari,ORG,East,LOC,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",Wari,ORG,Tubetube,PERSON,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",Wari,ORG,Engineer Group,ORG,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",Wari,ORG,North,LOC,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",Wari,ORG,the d'Entrecasteaux Islands,LOC,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",East,LOC,Tubetube,PERSON,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",East,LOC,Engineer Group,ORG,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",East,LOC,North,LOC,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",East,LOC,the d'Entrecasteaux Islands,LOC,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",Tubetube,PERSON,Engineer Group,ORG,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",Tubetube,PERSON,North,LOC,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",Tubetube,PERSON,the d'Entrecasteaux Islands,LOC,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",Engineer Group,ORG,North,LOC,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",Engineer Group,ORG,the d'Entrecasteaux Islands,LOC,
"The western segment, and this is the part of which we shall speak as the district of the Southern Massim, comprises first the East End of the mainland, the few adjacent islands, Sariba, Roge'a, Side'a, and Basilaki; to the South, the island of Wari, to the East the important, though small archipelago of Tubetube (Engineer Group); and to the North, the big archipelago of the d'Entrecasteaux Islands.",North,LOC,the d'Entrecasteaux Islands,LOC,
"From this latter, only one district, that of Dobu, interests us more specially.",Dobu,LOCATION,,,
"The culturally homogeneous tribes of the Southern Massim have been marked off on our map as district V, the Doubans as district IV.",Doubans,NORP,,,
"Returning to the two main divisions into the Southern and Northern portion, this latter is occupied by a very homogeneous population, homogeneous both in language and culture, and in the clear recognition of their own ethnic unity.",Southern,NORP,Northern,LOC,
"To quote further Professor Seligman, it ""is characterised by the absence of cannibalism, which, until put down by the Government, existed throughout the remaining portion of the district; another peculiarity of the Northern Massim is their recognition"" in certain districts, though not in all, of chieftains who wield extensive powers (op.",Seligman,PERSON,Government,ORG,
"As can be seen on the map, it has been necessary to sub-divide this Northern Massim further into three groups, first, that of the Trobriand Islanders, or the Boyowans (the Western Branch); secondly that of the natives of Woodlark Island and the Marshall Bennets (the Eastern Branch); and, thirdly, the small group of the Amphlett natives.",the Trobriand Islanders,ORG,Boyowans,NORP,
"As can be seen on the map, it has been necessary to sub-divide this Northern Massim further into three groups, first, that of the Trobriand Islanders, or the Boyowans (the Western Branch); secondly that of the natives of Woodlark Island and the Marshall Bennets (the Eastern Branch); and, thirdly, the small group of the Amphlett natives.",the Trobriand Islanders,ORG,the Western Branch,ORG,
"As can be seen on the map, it has been necessary to sub-divide this Northern Massim further into three groups, first, that of the Trobriand Islanders, or the Boyowans (the Western Branch); secondly that of the natives of Woodlark Island and the Marshall Bennets (the Eastern Branch); and, thirdly, the small group of the Amphlett natives.",the Trobriand Islanders,ORG,Woodlark Island,FAC,
"As can be seen on the map, it has been necessary to sub-divide this Northern Massim further into three groups, first, that of the Trobriand Islanders, or the Boyowans (the Western Branch); secondly that of the natives of Woodlark Island and the Marshall Bennets (the Eastern Branch); and, thirdly, the small group of the Amphlett natives.",the Trobriand Islanders,ORG,the Marshall Bennets,ORG,
"As can be seen on the map, it has been necessary to sub-divide this Northern Massim further into three groups, first, that of the Trobriand Islanders, or the Boyowans (the Western Branch); secondly that of the natives of Woodlark Island and the Marshall Bennets (the Eastern Branch); and, thirdly, the small group of the Amphlett natives.",the Trobriand Islanders,ORG,the Eastern Branch,ORG,
"As can be seen on the map, it has been necessary to sub-divide this Northern Massim further into three groups, first, that of the Trobriand Islanders, or the Boyowans (the Western Branch); secondly that of the natives of Woodlark Island and the Marshall Bennets (the Eastern Branch); and, thirdly, the small group of the Amphlett natives.",the Trobriand Islanders,ORG,Amphlett,PERSON,
"As can be seen on the map, it has been necessary to sub-divide this Northern Massim further into three groups, first, that of the Trobriand Islanders, or the Boyowans (the Western Branch); secondly that of the natives of Woodlark Island and the Marshall Bennets (the Eastern Branch); and, thirdly, the small group of the Amphlett natives.",Boyowans,NORP,the Western Branch,ORG,
"As can be seen on the map, it has been necessary to sub-divide this Northern Massim further into three groups, first, that of the Trobriand Islanders, or the Boyowans (the Western Branch); secondly that of the natives of Woodlark Island and the Marshall Bennets (the Eastern Branch); and, thirdly, the small group of the Amphlett natives.",Boyowans,NORP,Woodlark Island,FAC,
"As can be seen on the map, it has been necessary to sub-divide this Northern Massim further into three groups, first, that of the Trobriand Islanders, or the Boyowans (the Western Branch); secondly that of the natives of Woodlark Island and the Marshall Bennets (the Eastern Branch); and, thirdly, the small group of the Amphlett natives.",Boyowans,NORP,the Marshall Bennets,ORG,
"As can be seen on the map, it has been necessary to sub-divide this Northern Massim further into three groups, first, that of the Trobriand Islanders, or the Boyowans (the Western Branch); secondly that of the natives of Woodlark Island and the Marshall Bennets (the Eastern Branch); and, thirdly, the small group of the Amphlett natives.",Boyowans,NORP,the Eastern Branch,ORG,
"As can be seen on the map, it has been necessary to sub-divide this Northern Massim further into three groups, first, that of the Trobriand Islanders, or the Boyowans (the Western Branch); secondly that of the natives of Woodlark Island and the Marshall Bennets (the Eastern Branch); and, thirdly, the small group of the Amphlett natives.",Boyowans,NORP,Amphlett,PERSON,
"As can be seen on the map, it has been necessary to sub-divide this Northern Massim further into three groups, first, that of the Trobriand Islanders, or the Boyowans (the Western Branch); secondly that of the natives of Woodlark Island and the Marshall Bennets (the Eastern Branch); and, thirdly, the small group of the Amphlett natives.",the Western Branch,ORG,Woodlark Island,FAC,
"As can be seen on the map, it has been necessary to sub-divide this Northern Massim further into three groups, first, that of the Trobriand Islanders, or the Boyowans (the Western Branch); secondly that of the natives of Woodlark Island and the Marshall Bennets (the Eastern Branch); and, thirdly, the small group of the Amphlett natives.",the Western Branch,ORG,the Marshall Bennets,ORG,
"As can be seen on the map, it has been necessary to sub-divide this Northern Massim further into three groups, first, that of the Trobriand Islanders, or the Boyowans (the Western Branch); secondly that of the natives of Woodlark Island and the Marshall Bennets (the Eastern Branch); and, thirdly, the small group of the Amphlett natives.",the Western Branch,ORG,the Eastern Branch,ORG,
"As can be seen on the map, it has been necessary to sub-divide this Northern Massim further into three groups, first, that of the Trobriand Islanders, or the Boyowans (the Western Branch); secondly that of the natives of Woodlark Island and the Marshall Bennets (the Eastern Branch); and, thirdly, the small group of the Amphlett natives.",the Western Branch,ORG,Amphlett,PERSON,
"As can be seen on the map, it has been necessary to sub-divide this Northern Massim further into three groups, first, that of the Trobriand Islanders, or the Boyowans (the Western Branch); secondly that of the natives of Woodlark Island and the Marshall Bennets (the Eastern Branch); and, thirdly, the small group of the Amphlett natives.",Woodlark Island,FAC,the Marshall Bennets,ORG,
"As can be seen on the map, it has been necessary to sub-divide this Northern Massim further into three groups, first, that of the Trobriand Islanders, or the Boyowans (the Western Branch); secondly that of the natives of Woodlark Island and the Marshall Bennets (the Eastern Branch); and, thirdly, the small group of the Amphlett natives.",Woodlark Island,FAC,the Eastern Branch,ORG,
"As can be seen on the map, it has been necessary to sub-divide this Northern Massim further into three groups, first, that of the Trobriand Islanders, or the Boyowans (the Western Branch); secondly that of the natives of Woodlark Island and the Marshall Bennets (the Eastern Branch); and, thirdly, the small group of the Amphlett natives.",Woodlark Island,FAC,Amphlett,PERSON,
"As can be seen on the map, it has been necessary to sub-divide this Northern Massim further into three groups, first, that of the Trobriand Islanders, or the Boyowans (the Western Branch); secondly that of the natives of Woodlark Island and the Marshall Bennets (the Eastern Branch); and, thirdly, the small group of the Amphlett natives.",the Marshall Bennets,ORG,the Eastern Branch,ORG,
"As can be seen on the map, it has been necessary to sub-divide this Northern Massim further into three groups, first, that of the Trobriand Islanders, or the Boyowans (the Western Branch); secondly that of the natives of Woodlark Island and the Marshall Bennets (the Eastern Branch); and, thirdly, the small group of the Amphlett natives.",the Marshall Bennets,ORG,Amphlett,PERSON,
"As can be seen on the map, it has been necessary to sub-divide this Northern Massim further into three groups, first, that of the Trobriand Islanders, or the Boyowans (the Western Branch); secondly that of the natives of Woodlark Island and the Marshall Bennets (the Eastern Branch); and, thirdly, the small group of the Amphlett natives.",the Eastern Branch,ORG,Amphlett,PERSON,
"The other big sub-division of the Kula tribes is composed of the Southern Massim, of which, as just said, the western branch mainly concerns us.",Kula,EVENT,,,
"These last natives are smaller in stature, and with, broadly speaking, a much less attractive appearance than those of the North.",North,LOC,,,
"I have found it necessary for the purpose of this study to cut out of the western branch of the southern portion of the Massim the two areas (marked IV and V on the Map III), as they are of special importance to the Kula.",Massim,ORG,Kula,EVENT,
"Such are the general characteristics of the Northern and Southern Massim respectively, given in a few words.",Northern,NORP,Southern Massim,NORP,
"I shall begin with the southernmost section, following the order in which a visitor, travelling from Port Moresby with the Mail boat, would come in contact with these districts, the way indeed in which I received my first impressions of them.",Port Moresby,FAC,Mail,ORG,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",the Trobriand Islanders,ORG,month,DATE,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",the Trobriand Islanders,ORG,a few weeks,DATE,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",the Trobriand Islanders,ORG,Woodlark Island,GPE,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",the Trobriand Islanders,ORG,Murua,GPE,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",the Trobriand Islanders,ORG,Samarai,GPE,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",the Trobriand Islanders,ORG,the South Coast,LOC,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",the Trobriand Islanders,ORG,Dobu,LOCATION,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",month,DATE,a few weeks,DATE,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",month,DATE,Woodlark Island,GPE,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",month,DATE,Murua,GPE,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",month,DATE,Samarai,GPE,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",month,DATE,the South Coast,LOC,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",month,DATE,Dobu,LOCATION,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",a few weeks,DATE,Woodlark Island,GPE,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",a few weeks,DATE,Murua,GPE,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",a few weeks,DATE,Samarai,GPE,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",a few weeks,DATE,the South Coast,LOC,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",a few weeks,DATE,Dobu,LOCATION,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",Woodlark Island,GPE,Murua,GPE,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",Woodlark Island,GPE,Samarai,GPE,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",Woodlark Island,GPE,the South Coast,LOC,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",Woodlark Island,GPE,Dobu,LOCATION,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",Murua,GPE,Samarai,GPE,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",Murua,GPE,the South Coast,LOC,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",Murua,GPE,Dobu,LOCATION,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",Samarai,GPE,the South Coast,LOC,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",Samarai,GPE,Dobu,LOCATION,
"My personal knowledge of the various tribes is, however, very uneven, based on a long residence among the Trobriand Islanders (District I), on a month's study of the Amphletts (District III); on a few weeks spent in Woodlark Island or Murua (District II), the neighbourhood of Samarai (District V), and the South Coast of New Guinea (also V); and on three short visits to Dobu (District IV).",the South Coast,LOC,Dobu,LOCATION,
"My knowledge of some of the remaining localities which enter into the Kula is derived only from a few conversations I had with natives of this district, and on second-hand information derived from white residents.",Kula,EVENT,,,
"The work of Professor C. G. Seligman, however, supplements my personal acquaintance in so far as the districts of Tubetube, Woodlark Island, the Marshall Bennets, and several others are concerned.",C. G. Seligman,PERSON,Tubetube,PERSON,
"The work of Professor C. G. Seligman, however, supplements my personal acquaintance in so far as the districts of Tubetube, Woodlark Island, the Marshall Bennets, and several others are concerned.",C. G. Seligman,PERSON,Woodlark Island,GPE,
"The work of Professor C. G. Seligman, however, supplements my personal acquaintance in so far as the districts of Tubetube, Woodlark Island, the Marshall Bennets, and several others are concerned.",C. G. Seligman,PERSON,the Marshall Bennets,ORG,
"The work of Professor C. G. Seligman, however, supplements my personal acquaintance in so far as the districts of Tubetube, Woodlark Island, the Marshall Bennets, and several others are concerned.",Tubetube,PERSON,Woodlark Island,GPE,
"The work of Professor C. G. Seligman, however, supplements my personal acquaintance in so far as the districts of Tubetube, Woodlark Island, the Marshall Bennets, and several others are concerned.",Tubetube,PERSON,the Marshall Bennets,ORG,
